Genes	CH01-06	CH01-14	CH01-22	CH01-38	CH03-04	CH03-15	CH03-33	CH05-01	CH05-06	CH05-07	CH05-09	CH05-14	CH05-21	CH05-29	CH07-04	CH07-06	CH07-08	CH07-11	CH07-24	CH09-02	CH09-13	CH09-28	CH10-08	CH10-11
M_mag.00g305520-v1.0.a1	0	0	6	3	0	0	0	3	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0
M_mag.00g305530-v1.0.a1	0	5	0	0	2	0	0	0	2	0	6	6	1	4	18	7	3	11	0	0	0	2	11	4
M_mag.00g305540-v1.0.a1	0	0	0	4	0	0	0	6	1	0	2	0	0	1	0	2	0	0	3	0	2	0	0	2
M_mag.00g305550-v1.0.a1	0	1	0	0	4	0	0	2	4	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0
M_mag.00g305560-v1.0.a1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1
M_mag.00g305570-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305580-v1.0.a1	268	319	177	487	232	112	183	711	157	223	210	416	155	208	202	206	528	244	249	82	95	24	179	57
M_mag.00g305590-v1.0.a1	1	9	9	3	0	4	3	5	0	2	8	5	7	1	3	0	8	1	22	6	0	1	2	0
M_mag.00g305600-v1.0.a1	5	5	15	8	8	4	4	19	3	12	6	17	3	17	26	9	1	7	0	10	2	4	9	0
M_mag.00g305610-v1.0.a1	4	4	0	16	4	8	0	3	6	11	8	11	4	7	6	3	10	0	9	1	0	0	4	1
M_mag.00g305620-v1.0.a1	7	6	4	23	10	12	0	10	11	9	5	10	8	10	4	10	8	1	16	1	0	14	19	5
M_mag.00g305630-v1.0.a1	0	1	3	1	2	0	8	1	0	0	2	0	5	1	0	7	0	2	0	1	1	1	1	0
M_mag.00g305640-v1.0.a1	36	61	29	88	35	75	48	19	23	9	30	17	33	53	29	44	103	69	102	0	7	58	43	17
M_mag.00g305650-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
M_mag.00g305660-v1.0.a1	8	49	27	25	6	4	2	36	21	53	10	24	7	9	100	2	2	4	7	13	6	6	25	35
M_mag.00g305670-v1.0.a1	93	207	98	206	125	58	31	40	90	140	58	178	212	54	59	13	79	22	54	53	42	7	127	113
M_mag.00g305680-v1.0.a1	3	21	1	9	24	6	10	5	12	6	11	15	9	8	4	3	47	21	18	0	2	0	15	16
M_mag.00g305690-v1.0.a1	21	38	23	38	13	9	17	10	11	23	12	21	26	30	9	28	42	8	22	2	7	14	30	7
M_mag.00g305700-v1.0.a1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
M_mag.00g305710-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305720-v1.0.a1	0	0	2	0	1	0	8	0	1	1	6	2	2	2	3	9	0	6	0	1	4	7	2	2
M_mag.00g305730-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305740-v1.0.a1	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	4	0	0	0	0
M_mag.00g305750-v1.0.a1	2	4	0	3	11	0	0	4	2	3	2	2	1	1	0	12	0	0	3	3	0	0	4	4
M_mag.00g305760-v1.0.a1	0	2	0	0	3	0	0	0	0	4	0	1	0	0	4	3	0	5	0	0	2	0	0	2
M_mag.00g305770-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305780-v1.0.a1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1
M_mag.00g305790-v1.0.a1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0
M_mag.00g305800-v1.0.a1	3	0	6	5	0	1	0	2	4	8	1	0	0	2	13	0	0	0	0	2	1	0	3	0
M_mag.00g305810-v1.0.a1	12	28	18	23	5	3	0	15	10	31	3	16	1	10	33	5	0	0	1	10	18	6	18	23
M_mag.00g305820-v1.0.a1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g305830-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305840-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g305850-v1.0.a1	5	14	5	3	5	6	0	2	5	20	2	5	0	2	15	0	5	10	2	8	2	0	6	3
M_mag.00g305860-v1.0.a1	5	22	35	31	29	27	1	18	26	80	22	17	1	14	66	1	9	3	4	17	26	1	17	9
M_mag.00g305870-v1.0.a1	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0	1	4	0	0	0	0	0	0	0
M_mag.00g305880-v1.0.a1	7	43	8	18	9	11	1	16	9	24	7	18	1	26	45	1	0	2	3	27	24	18	7	9
M_mag.00g305890-v1.0.a1	0	2	0	0	0	0	0	0	0	3	5	0	0	0	2	0	0	1	0	0	0	0	0	0
M_mag.00g305900-v1.0.a1	0	1	0	0	0	0	0	0	1	2	0	1	1	0	5	0	0	0	0	0	0	0	0	0
M_mag.00g305910-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305920-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305930-v1.0.a1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M_mag.00g305940-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g305950-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305960-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	2	0	0	0	0	0	0	0	0
M_mag.00g305970-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	1	4	0	0	0	0
M_mag.00g305980-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	6	1	5	0	0
M_mag.00g305990-v1.0.a1	2	3	3	8	5	17	0	8	10	0	4	6	1	3	1	7	0	5	4	2	5	1	0	5
M_mag.00g306000-v1.0.a1	3	4	0	0	1	0	0	4	5	1	1	3	3	2	0	0	6	0	7	1	0	0	0	10
M_mag.00g306010-v1.0.a1	2	12	5	3	0	9	0	3	1	15	5	4	0	0	17	0	0	0	0	7	1	4	4	1
M_mag.00g306020-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M_mag.00g306030-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306040-v1.0.a1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
M_mag.00g306050-v1.0.a1	2	1	0	9	0	0	2	1	0	0	0	0	2	1	0	5	7	0	0	0	0	0	4	4
M_mag.00g306060-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M_mag.00g306070-v1.0.a1	10	17	15	8	4	3	2	15	11	26	15	8	3	11	28	1	8	23	3	3	17	8	6	17
M_mag.00g306080-v1.0.a1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306090-v1.0.a1	0	2	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	3	0	0
M_mag.00g306100-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306110-v1.0.a1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M_mag.00g306120-v1.0.a1	0	0	0	0	0	4	8	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3
M_mag.00g306130-v1.0.a1	0	1	1	0	0	0	0	1	0	0	2	1	0	2	0	0	9	4	0	3	1	0	0	1
M_mag.00g306140-v1.0.a1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
M_mag.00g306150-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M_mag.00g306160-v1.0.a1	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	4	6	1	1	0	1	0	0
M_mag.00g306170-v1.0.a1	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306180-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306190-v1.0.a1	1	1	0	1	1	0	2	2	3	2	7	0	0	1	1	7	0	0	2	0	0	0	0	0
M_mag.00g306200-v1.0.a1	0	0	0	0	0	0	4	1	0	2	4	2	6	0	4	4	0	0	1	2	2	7	0	0
M_mag.00g306210-v1.0.a1	10	12	1	30	5	14	28	11	13	0	1	10	21	9	10	13	15	1	18	3	3	19	20	11
M_mag.00g306220-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0
M_mag.00g306230-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306240-v1.0.a1	1	1	0	2	0	0	0	2	0	0	0	4	0	1	4	0	0	0	2	4	0	0	1	0
M_mag.00g306250-v1.0.a1	2	4	2	19	7	44	13	5	1	5	14	7	0	0	2	19	40	54	6	6	6	60	8	3
M_mag.00g306260-v1.0.a1	253	96	123	193	26	84	211	321	60	169	645	125	231	7	91	1307	222	454	487	73	70	47	134	140
M_mag.00g306270-v1.0.a1	77	139	38	61	73	82	76	91	52	68	80	133	75	92	121	94	125	63	65	59	44	44	50	85
M_mag.00g306280-v1.0.a1	0	0	0	0	0	0	0	0	1	3	0	1	0	2	1	3	0	0	0	0	0	1	0	0
M_mag.00g306290-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	7	3	0	4	0	0	0	0	0	0	0	0	0
M_mag.00g306300-v1.0.a1	5	3	7	2	4	0	0	8	2	2	1	12	1	1	9	5	10	0	0	4	6	2	11	13
M_mag.00g306310-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0
M_mag.00g306320-v1.0.a1	0	2	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306330-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
M_mag.00g306340-v1.0.a1	0	0	4	0	1	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g306350-v1.0.a1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0
M_mag.00g306360-v1.0.a1	0	16	2	2	8	2	1	28	1	1	7	3	1	13	43	12	0	37	2	14	11	23	0	21
M_mag.00g306370-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306380-v1.0.a1	0	0	0	0	1	0	0	0	0	1	0	2	0	2	0	0	0	0	1	0	0	0	0	0
M_mag.00g306390-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	2	1	0
M_mag.00g306400-v1.0.a1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	2	0	0
M_mag.00g306410-v1.0.a1	20	23	11	17	21	28	18	15	17	34	12	45	18	39	22	39	52	22	24	18	33	14	41	35
M_mag.00g306420-v1.0.a1	8	15	0	14	8	14	12	5	4	2	0	7	7	5	6	3	15	8	9	13	11	9	22	6
M_mag.00g306430-v1.0.a1	12	20	10	11	14	8	3	12	11	13	16	13	20	6	13	20	15	9	19	0	2	14	17	1
M_mag.00g306440-v1.0.a1	51	173	59	73	40	29	62	3	12	4	41	194	1	50	43	9	57	10	58	6	0	57	146	30
M_mag.00g306450-v1.0.a1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306460-v1.0.a1	0	0	0	0	0	4	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0
M_mag.00g306470-v1.0.a1	4	13	18	1	7	6	0	24	11	40	12	30	2	19	34	5	0	6	2	24	13	0	19	7
M_mag.00g306480-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306490-v1.0.a1	34	101	17	85	34	17	18	26	28	24	38	30	41	42	18	18	18	0	44	20	15	16	54	24
M_mag.00g306500-v1.0.a1	23	21	11	33	3	9	1	5	10	12	24	10	18	6	13	0	16	2	12	10	5	3	25	5
M_mag.00g306510-v1.0.a1	5	41	8	29	10	0	4	4	7	7	11	7	10	7	11	1	0	1	10	3	0	2	21	9
M_mag.00g306520-v1.0.a1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306530-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306540-v1.0.a1	18	58	25	33	18	5	0	48	19	134	17	44	5	81	127	1	5	10	8	43	32	6	28	20
M_mag.00g306550-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
M_mag.00g306560-v1.0.a1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306570-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306580-v1.0.a1	0	7	0	4	3	1	0	2	0	11	1	0	0	13	32	0	5	0	2	5	0	0	3	0
M_mag.00g306590-v1.0.a1	0	2	0	0	0	0	1	6	0	3	7	6	0	3	26	6	3	2	0	7	13	1	3	11
M_mag.00g306600-v1.0.a1	0	0	0	4	6	0	0	5	0	1	2	0	0	0	8	2	0	4	0	0	0	0	0	0
M_mag.00g306610-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
M_mag.00g306620-v1.0.a1	8	6	7	3	12	1	3	10	6	13	4	13	8	2	19	12	0	9	2	2	9	2	9	6
M_mag.00g306630-v1.0.a1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2
M_mag.00g306640-v1.0.a1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	5
M_mag.00g306650-v1.0.a1	4	16	14	10	7	4	1	6	7	10	2	13	5	16	29	6	5	2	1	4	11	3	11	13
M_mag.00g306660-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
M_mag.00g306670-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g306680-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306690-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306700-v1.0.a1	0	0	3	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g306710-v1.0.a1	107	241	40	150	80	33	50	64	70	55	93	182	102	78	97	81	147	64	59	139	37	57	92	83
M_mag.00g306720-v1.0.a1	63	191	41	129	48	60	46	79	35	60	78	108	68	69	92	36	130	60	59	116	27	30	68	72
M_mag.00g306730-v1.0.a1	80	122	35	144	60	40	37	50	62	28	41	75	81	62	53	77	161	83	92	56	20	25	91	47
M_mag.00g306740-v1.0.a1	122	170	35	255	107	70	99	63	66	73	53	82	72	113	76	126	173	81	133	69	20	40	116	81
M_mag.00g306750-v1.0.a1	108	223	78	250	127	68	57	79	72	36	59	101	102	56	83	165	200	102	139	57	27	37	120	109
M_mag.00g306760-v1.0.a1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
M_mag.00g306770-v1.0.a1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0
M_mag.00g306780-v1.0.a1	0	0	2	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0
M_mag.00g306790-v1.0.a1	0	0	0	0	0	3	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306800-v1.0.a1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306810-v1.0.a1	0	0	0	0	0	0	0	10	0	0	0	0	0	1	1	0	0	5	1	0	0	4	0	0
M_mag.00g306820-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	4	0
M_mag.00g306830-v1.0.a1	0	5	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
M_mag.00g306840-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306850-v1.0.a1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306860-v1.0.a1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306870-v1.0.a1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306880-v1.0.a1	0	4	3	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3	4	0	0
M_mag.00g306890-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306900-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306910-v1.0.a1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306920-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1
M_mag.00g306930-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
M_mag.00g306940-v1.0.a1	7	0	5	0	0	0	0	1	2	6	2	5	0	2	3	0	0	0	0	3	5	1	8	0
M_mag.00g306950-v1.0.a1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
M_mag.00g306960-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g306970-v1.0.a1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	4	0
M_mag.00g306980-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
M_mag.00g306990-v1.0.a1	2	1	3	2	0	0	0	6	4	2	2	2	0	0	4	1	6	3	2	0	3	1	10	5
M_mag.00g307000-v1.0.a1	1	1	0	11	6	2	4	1	4	3	3	1	2	5	3	6	5	13	3	4	5	2	3	4
M_mag.00g307010-v1.0.a1	0	4	0	4	0	0	2	1	0	8	1	3	0	2	0	0	0	0	0	2	0	0	1	8
M_mag.00g307020-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307030-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307040-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	6	0	0	0	0	0	1	0
M_mag.00g307050-v1.0.a1	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	2	0	0	0	0	0	0	0	0
M_mag.00g307060-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307070-v1.0.a1	2	3	13	1	5	9	13	1	1	6	24	5	4	12	8	36	22	17	20	12	3	2	2	1
M_mag.00g307080-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
M_mag.00g307090-v1.0.a1	0	5	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	8	0	0
M_mag.00g307100-v1.0.a1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g307110-v1.0.a1	0	0	0	4	1	0	2	0	0	0	5	1	0	0	0	0	0	4	0	0	0	1	1	0
M_mag.00g307120-v1.0.a1	0	1	0	3	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0
M_mag.00g307130-v1.0.a1	1	5	2	5	4	0	0	5	0	0	3	5	1	10	10	0	0	3	0	0	7	2	0	14
M_mag.00g307140-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
M_mag.00g307150-v1.0.a1	0	13	0	1	2	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
M_mag.00g307160-v1.0.a1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307170-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
M_mag.00g307180-v1.0.a1	0	1	0	0	0	2	0	3	0	5	2	1	0	1	0	0	0	7	1	1	3	1	0	0
M_mag.00g307190-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M_mag.00g307200-v1.0.a1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g307210-v1.0.a1	14	51	34	26	17	6	0	22	10	52	8	32	1	16	82	0	2	11	4	14	16	18	21	28
M_mag.00g307220-v1.0.a1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g307230-v1.0.a1	0	4	0	0	0	0	0	1	1	2	0	0	0	1	7	0	0	0	0	0	3	0	1	0
M_mag.00g307240-v1.0.a1	0	3	0	0	0	0	0	1	3	0	0	0	0	2	1	0	0	0	4	3	0	0	2	0
M_mag.00g307250-v1.0.a1	0	14	6	4	0	2	0	0	0	7	0	4	0	6	5	0	0	1	2	3	2	5	3	0
M_mag.00g307260-v1.0.a1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
M_mag.00g307270-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
M_mag.00g307280-v1.0.a1	0	0	5	0	4	0	0	0	2	0	0	0	1	1	5	0	0	0	0	0	0	1	2	1
M_mag.00g307290-v1.0.a1	0	0	0	17	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	7	0	0	0	0
M_mag.00g307300-v1.0.a1	4	3	2	3	2	0	0	0	1	9	1	6	0	1	24	0	0	8	0	0	2	3	4	0
M_mag.00g307310-v1.0.a1	0	2	0	1	1	0	0	1	1	2	1	0	2	0	1	0	0	0	0	0	2	4	0	0
M_mag.00g307320-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307330-v1.0.a1	0	2	0	0	0	0	0	0	0	3	5	0	0	0	2	0	1	0	0	0	0	0	1	0
M_mag.00g307340-v1.0.a1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0
M_mag.00g307350-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g307360-v1.0.a1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g307370-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307380-v1.0.a1	6	31	11	8	0	13	0	20	11	53	13	15	1	4	19	0	1	0	0	7	10	0	8	8
M_mag.00g307390-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
M_mag.00g307400-v1.0.a1	43	82	17	94	15	12	70	38	12	11	50	55	48	40	42	48	154	4	38	17	7	0	23	21
M_mag.00g307410-v1.0.a1	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307420-v1.0.a1	3	16	9	0	0	2	0	1	2	11	14	4	3	20	33	0	0	0	1	2	5	2	4	4
M_mag.00g307430-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g307440-v1.0.a1	0	0	6	0	0	0	4	0	1	0	1	1	0	0	0	2	4	6	0	24	5	0	0	5
M_mag.00g307450-v1.0.a1	1	2	3	1	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	5	0
M_mag.00g307460-v1.0.a1	6	7	0	0	8	0	0	63	20	25	3	7	2	4	0	2	15	5	10	32	14	2	2	0
M_mag.00g307470-v1.0.a1	0	0	14	3	0	0	0	0	5	18	0	1	0	7	27	0	1	0	2	0	3	0	6	9
M_mag.00g307480-v1.0.a1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307490-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307500-v1.0.a1	0	1	0	0	0	5	0	0	0	0	1	2	0	2	0	2	1	0	6	0	0	7	0	0
M_mag.00g307510-v1.0.a1	0	0	0	10	0	0	0	0	0	12	0	0	0	4	1	0	0	0	3	0	0	0	0	0
M_mag.00g307520-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
M_mag.00g307530-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307540-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
M_mag.00g307550-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g307560-v1.0.a1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g307570-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g307580-v1.0.a1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M_mag.00g307590-v1.0.a1	0	8	4	0	1	2	0	1	0	3	2	1	0	2	6	0	0	4	0	0	4	0	1	5
M_mag.00g307600-v1.0.a1	1	0	0	5	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	1
