Genes	CH01-06	CH01-14	CH01-22	CH01-38	CH03-04	CH03-15	CH03-33	CH05-01	CH05-06	CH05-07	CH05-09	CH05-14	CH05-21	CH05-29	CH07-04	CH07-06	CH07-08	CH07-11	CH07-24	CH09-02	CH09-13	CH09-28	CH10-08	CH10-11
M_mag.00g303430-v1.0.a1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303440-v1.0.a1	1	1	0	1	1	0	0	2	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0
M_mag.00g303450-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303460-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303470-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	3	0	2	0	0	0	4	0	1
M_mag.00g303480-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	3
M_mag.00g303490-v1.0.a1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303500-v1.0.a1	17	48	3	11	18	1	4	11	20	6	19	33	20	11	11	9	11	12	2	19	3	1	34	19
M_mag.00g303510-v1.0.a1	0	2	0	4	2	4	1	5	1	4	2	0	0	0	0	2	3	0	7	1	0	0	2	5
M_mag.00g303520-v1.0.a1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
M_mag.00g303530-v1.0.a1	0	2	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
M_mag.00g303540-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
M_mag.00g303550-v1.0.a1	0	0	2	0	2	1	7	4	0	0	0	4	3	4	1	2	2	3	7	4	0	0	2	0
M_mag.00g303560-v1.0.a1	3	8	0	0	1	2	12	2	0	0	4	1	6	0	8	21	10	20	11	4	3	0	2	0
M_mag.00g303570-v1.0.a1	11	49	16	5	1	5	16	5	3	43	16	16	7	14	45	7	6	10	3	13	11	4	9	23
M_mag.00g303580-v1.0.a1	0	0	9	0	0	0	2	0	0	1	0	2	0	2	0	0	0	0	0	1	1	0	7	0
M_mag.00g303590-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
M_mag.00g303600-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
M_mag.00g303610-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303620-v1.0.a1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0
M_mag.00g303630-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M_mag.00g303640-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	2	0	2	0
M_mag.00g303650-v1.0.a1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g303660-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g303670-v1.0.a1	1	4	0	0	0	0	0	3	2	2	5	0	0	1	1	0	0	0	0	0	0	0	0	0
M_mag.00g303680-v1.0.a1	0	2	0	0	4	0	0	3	0	6	3	3	6	5	8	0	0	0	2	1	4	3	4	0
M_mag.00g303690-v1.0.a1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
M_mag.00g303700-v1.0.a1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303710-v1.0.a1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303720-v1.0.a1	2	17	31	18	20	8	1	24	28	85	15	22	0	37	140	0	0	10	0	34	23	0	28	18
M_mag.00g303730-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303740-v1.0.a1	0	0	0	0	0	0	0	2	0	0	4	0	0	1	2	0	0	0	0	1	0	0	0	0
M_mag.00g303750-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g303760-v1.0.a1	0	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1
M_mag.00g303770-v1.0.a1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303780-v1.0.a1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M_mag.00g303790-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	3	0	0	2	0
M_mag.00g303800-v1.0.a1	102	137	40	155	126	54	68	38	46	64	107	82	75	36	42	56	155	53	77	41	18	81	87	70
M_mag.00g303810-v1.0.a1	163	238	121	218	161	96	147	79	81	113	182	196	126	84	89	102	276	109	168	60	31	176	185	109
M_mag.00g303820-v1.0.a1	3	11	1	17	13	8	3	4	4	2	7	4	3	7	5	6	25	6	12	1	3	1	3	12
M_mag.00g303830-v1.0.a1	3	7	0	32	0	8	11	7	11	2	3	9	2	4	5	16	11	3	3	1	4	2	3	0
M_mag.00g303840-v1.0.a1	20	15	14	20	10	13	6	4	5	7	12	10	1	7	11	17	25	31	8	4	2	4	27	4
M_mag.00g303850-v1.0.a1	0	14	0	0	1	1	0	1	0	0	0	0	0	1	1	1	3	0	5	0	0	0	2	0
M_mag.00g303860-v1.0.a1	0	0	2	0	0	0	4	1	0	0	0	1	1	3	0	0	1	0	0	0	0	0	0	2
M_mag.00g303870-v1.0.a1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303880-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
M_mag.00g303890-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
M_mag.00g303900-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g303910-v1.0.a1	0	0	0	2	0	3	0	1	1	0	4	1	0	4	3	0	0	0	0	1	1	10	0	1
M_mag.00g303920-v1.0.a1	12	15	36	17	10	1	3	5	11	24	5	17	0	20	44	0	1	18	4	16	15	12	17	23
M_mag.00g303930-v1.0.a1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
M_mag.00g303940-v1.0.a1	0	2	0	0	0	0	0	2	3	3	0	5	0	3	14	0	0	0	0	0	3	1	0	2
M_mag.00g303950-v1.0.a1	29	106	60	100	33	35	67	88	42	128	125	93	75	89	136	48	134	53	85	67	54	74	135	57
M_mag.00g303960-v1.0.a1	0	51	2	4	3	4	20	5	0	5	21	5	7	10	28	23	34	81	25	14	7	30	6	8
M_mag.00g303970-v1.0.a1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0
M_mag.00g303980-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g303990-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304000-v1.0.a1	0	2	0	5	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	2	0	0	0	0
M_mag.00g304010-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304020-v1.0.a1	0	6	0	10	2	10	1	3	3	0	2	2	21	1	0	0	2	0	2	0	0	0	12	3
M_mag.00g304030-v1.0.a1	1	5	7	28	12	4	2	0	2	6	9	0	13	4	4	4	18	10	2	10	4	0	4	4
M_mag.00g304040-v1.0.a1	7	2	1	13	7	26	12	4	1	0	6	5	30	5	4	8	14	3	3	13	2	0	3	5
M_mag.00g304050-v1.0.a1	3	2	6	23	8	16	5	5	4	0	1	2	17	2	4	17	4	12	6	4	0	5	3	0
M_mag.00g304060-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g304070-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0
M_mag.00g304080-v1.0.a1	0	14	1	7	1	6	7	18	0	72	8	19	0	21	36	0	2	8	2	7	13	2	14	7
M_mag.00g304090-v1.0.a1	10	9	14	33	8	22	14	3	15	0	17	2	31	3	2	14	31	14	22	7	4	1	7	11
M_mag.00g304100-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
M_mag.00g304110-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
M_mag.00g304120-v1.0.a1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M_mag.00g304130-v1.0.a1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
M_mag.00g304140-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g304150-v1.0.a1	0	0	6	4	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0
M_mag.00g304160-v1.0.a1	0	7	3	3	0	1	1	11	1	14	0	2	0	11	4	1	1	0	2	0	11	0	1	7
M_mag.00g304170-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
M_mag.00g304180-v1.0.a1	2	30	15	19	5	24	8	28	11	19	23	22	5	12	20	17	14	22	8	13	12	11	8	13
M_mag.00g304190-v1.0.a1	8	1	0	13	0	7	2	4	5	6	24	8	2	2	0	11	15	5	0	2	1	8	4	0
M_mag.00g304200-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304210-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304220-v1.0.a1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304230-v1.0.a1	0	12	4	0	0	0	0	8	0	0	0	1	0	2	5	0	0	0	11	1	3	5	0	3
M_mag.00g304240-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304250-v1.0.a1	1	0	2	1	6	1	0	3	0	0	4	2	5	5	0	6	12	6	0	1	0	9	1	0
M_mag.00g304260-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	1
M_mag.00g304270-v1.0.a1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0
M_mag.00g304280-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M_mag.00g304290-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304300-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g304310-v1.0.a1	0	3	0	2	0	1	0	0	0	2	0	3	0	0	3	0	0	0	0	0	0	1	0	3
M_mag.00g304320-v1.0.a1	1	0	0	0	3	4	0	1	0	1	0	6	0	2	5	0	0	0	0	5	2	0	1	6
M_mag.00g304330-v1.0.a1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304340-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M_mag.00g304350-v1.0.a1	0	3	0	0	0	0	0	4	0	0	0	5	0	6	0	0	0	0	3	1	0	2	0	0
M_mag.00g304360-v1.0.a1	0	6	0	1	1	0	0	2	1	13	1	2	0	2	5	0	0	0	0	0	3	1	1	0
M_mag.00g304370-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M_mag.00g304380-v1.0.a1	3	1	4	11	0	7	5	3	2	0	8	20	10	5	8	8	19	18	9	6	2	0	5	2
M_mag.00g304390-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	9	0	0	1	0	0	0	0
M_mag.00g304400-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304410-v1.0.a1	9	42	6	16	7	4	8	20	7	33	8	19	7	18	32	8	4	21	3	8	12	17	14	19
M_mag.00g304420-v1.0.a1	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g304430-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304440-v1.0.a1	3	3	10	5	0	6	0	3	0	5	5	2	1	5	19	0	0	0	17	4	4	0	0	0
M_mag.00g304450-v1.0.a1	2	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g304460-v1.0.a1	2	0	0	0	4	0	0	0	0	1	0	1	1	5	1	0	4	1	5	0	1	0	0	1
M_mag.00g304470-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304480-v1.0.a1	98	218	51	62	99	53	43	90	91	104	79	195	74	119	56	50	136	31	76	91	45	16	230	116
M_mag.00g304490-v1.0.a1	58	138	30	37	100	42	27	50	41	72	23	100	48	47	33	15	84	50	37	59	8	18	119	57
M_mag.00g304500-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304510-v1.0.a1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304520-v1.0.a1	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
M_mag.00g304530-v1.0.a1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304540-v1.0.a1	38	75	35	36	26	1	6	12	27	95	5	31	9	33	99	5	4	0	6	8	33	16	31	40
M_mag.00g304550-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304560-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M_mag.00g304570-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M_mag.00g304580-v1.0.a1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0
M_mag.00g304590-v1.0.a1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	8
M_mag.00g304600-v1.0.a1	15	71	50	36	14	25	1	46	33	127	26	52	6	40	67	8	4	61	15	44	20	22	39	45
M_mag.00g304610-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
M_mag.00g304620-v1.0.a1	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0
M_mag.00g304630-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0
M_mag.00g304640-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304650-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304660-v1.0.a1	30	69	33	22	20	16	13	36	28	59	52	44	3	59	100	39	22	161	44	17	37	30	52	38
M_mag.00g304670-v1.0.a1	44	66	61	37	71	17	56	23	26	42	58	64	41	27	19	33	106	125	19	35	26	47	69	35
M_mag.00g304680-v1.0.a1	7	8	14	4	5	7	0	18	4	17	7	21	6	3	8	0	0	8	0	8	3	7	3	7
M_mag.00g304690-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304700-v1.0.a1	13	20	5	28	25	4	5	4	0	25	10	39	10	7	1	6	20	7	9	2	7	0	22	18
M_mag.00g304710-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g304720-v1.0.a1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0	0	2
M_mag.00g304730-v1.0.a1	0	16	1	18	2	0	0	5	4	25	2	11	3	7	20	0	0	0	0	8	3	0	3	4
M_mag.00g304740-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304750-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304760-v1.0.a1	0	23	0	4	1	2	0	7	0	3	2	5	1	7	7	0	0	0	4	0	3	0	5	5
M_mag.00g304770-v1.0.a1	13	84	38	28	6	8	2	24	23	70	14	53	3	20	75	3	0	17	8	20	17	14	16	23
M_mag.00g304780-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304790-v1.0.a1	0	1	0	0	0	0	0	3	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g304800-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
M_mag.00g304810-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304820-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M_mag.00g304830-v1.0.a1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g304840-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
M_mag.00g304850-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g304860-v1.0.a1	5	15	4	0	0	0	0	11	0	11	5	8	0	8	9	0	0	7	1	3	1	5	6	5
M_mag.00g304870-v1.0.a1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M_mag.00g304880-v1.0.a1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M_mag.00g304890-v1.0.a1	18	25	10	4	9	18	2	2	3	5	7	4	9	11	7	7	16	20	10	9	3	1	18	19
M_mag.00g304900-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
M_mag.00g304910-v1.0.a1	112	306	64	157	212	164	87	53	82	52	102	92	109	58	75	93	290	84	175	65	17	40	195	128
M_mag.00g304920-v1.0.a1	24	68	23	32	34	37	16	17	13	24	27	19	17	8	38	9	25	14	25	18	14	17	35	37
M_mag.00g304930-v1.0.a1	0	6	0	7	2	6	3	1	0	0	1	0	1	3	2	0	0	11	3	1	3	1	4	0
M_mag.00g304940-v1.0.a1	6	21	0	18	4	12	7	8	1	0	2	2	12	0	5	8	11	0	4	3	1	6	5	1
M_mag.00g304950-v1.0.a1	22	28	17	24	19	22	16	23	13	31	15	19	7	10	26	23	25	1	23	5	15	16	36	32
M_mag.00g304960-v1.0.a1	64	121	21	126	64	58	40	22	36	31	38	57	33	28	32	60	100	24	73	24	6	28	107	42
M_mag.00g304970-v1.0.a1	197	456	186	352	308	257	180	60	129	91	206	110	173	101	144	144	373	104	280	123	32	122	370	156
M_mag.00g304980-v1.0.a1	3	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
M_mag.00g304990-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
M_mag.00g305000-v1.0.a1	0	0	0	5	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0
M_mag.00g305010-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305020-v1.0.a1	3	3	0	0	0	0	1	1	3	4	0	5	1	4	0	0	6	0	2	0	0	0	4	0
M_mag.00g305030-v1.0.a1	2	21	7	9	8	3	6	6	2	4	11	1	3	2	15	11	9	11	2	4	0	0	4	0
M_mag.00g305040-v1.0.a1	10	9	12	15	2	5	7	0	5	0	1	6	0	5	4	1	12	2	6	6	1	0	8	4
M_mag.00g305050-v1.0.a1	0	10	1	17	2	4	2	14	8	16	11	7	4	4	22	4	0	2	1	6	3	11	6	7
M_mag.00g305060-v1.0.a1	1	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	2	0	1
M_mag.00g305070-v1.0.a1	0	3	0	0	2	0	2	9	0	3	0	3	0	0	3	0	0	0	0	0	0	0	0	1
M_mag.00g305080-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305090-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305100-v1.0.a1	0	3	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0
M_mag.00g305110-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305120-v1.0.a1	0	1	3	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0
M_mag.00g305130-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305140-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305150-v1.0.a1	0	1	0	0	4	0	0	2	0	4	1	1	0	0	0	0	2	5	0	0	0	0	0	0
M_mag.00g305160-v1.0.a1	0	0	0	0	0	4	0	1	3	3	6	0	3	1	5	0	0	0	1	2	0	1	0	1
M_mag.00g305170-v1.0.a1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M_mag.00g305180-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305190-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305200-v1.0.a1	1	4	3	0	1	0	0	4	1	4	0	7	0	1	8	2	0	1	0	8	3	2	1	1
M_mag.00g305210-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305220-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g305230-v1.0.a1	0	3	0	7	0	1	2	3	2	1	0	1	0	6	0	10	2	7	3	4	0	6	3	0
M_mag.00g305240-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305250-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305260-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305270-v1.0.a1	9	36	35	20	10	5	14	24	20	54	14	32	17	12	37	4	10	3	12	13	13	6	12	13
M_mag.00g305280-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0
M_mag.00g305290-v1.0.a1	77	207	18	193	69	79	94	85	66	116	38	201	73	72	123	75	160	43	100	96	40	23	98	73
M_mag.00g305300-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305310-v1.0.a1	6	6	2	10	4	4	7	5	3	15	1	0	2	2	13	11	24	52	5	11	14	4	5	1
M_mag.00g305320-v1.0.a1	6	0	0	8	2	2	6	7	6	5	3	6	2	0	5	0	4	4	7	3	1	2	5	1
M_mag.00g305330-v1.0.a1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0
M_mag.00g305340-v1.0.a1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g305350-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305360-v1.0.a1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305370-v1.0.a1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305380-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305390-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305400-v1.0.a1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
M_mag.00g305410-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
M_mag.00g305420-v1.0.a1	0	11	6	0	0	1	0	4	0	0	3	3	0	3	8	0	0	0	9	0	3	8	3	6
M_mag.00g305430-v1.0.a1	5	14	0	28	4	5	8	4	10	1	6	14	4	1	5	7	13	12	6	6	0	0	2	7
M_mag.00g305440-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305450-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
M_mag.00g305460-v1.0.a1	0	6	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	1	0	0	3	0	0
M_mag.00g305470-v1.0.a1	0	0	3	3	0	0	0	0	0	0	0	3	0	4	2	0	0	0	0	0	6	1	3	0
M_mag.00g305480-v1.0.a1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
M_mag.00g305490-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305500-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g305510-v1.0.a1	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
